FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_N,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
40,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0165,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,1,0.030303,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
41,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0166,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,3,0.090909,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
42,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0167,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus taczanowskii,NT,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,41,1.242424,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
43,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0168,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,162,4.909091,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
44,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0169,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,62,1.878788,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
45,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0170,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,1,0.030303,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
46,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0171,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Felidae,Leopardus,Leopardus wiedii,NT,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,8,0.242424,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
47,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0172,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,2,0.060606,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
48,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0173,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,3,0.090909,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
49,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0174,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Mustelidae,Neoagle,Neoagle frenata,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,3,0.090909,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
50,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0175,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Procyonidae,Nasuella,Nasuella olivacea,NT,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,33,1,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
51,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0176,NA,Unpublished,Abundance,Primary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus,VU,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,27,0.818182,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
52,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0177,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,26,0.787879,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
53,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0178,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,5,0.151515,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
54,LEF_PUJ_Geroge_Dahl_Corpocesar,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0179,NA,Unpublished,Abundance,Secondary,Finca Los Sauces,3000,La Paz,Cesar,Colombia,10.271411,-72.973581,NA,0.12,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,1,12,2018,0,12,2019,camera trap,Bushnell Trophy HD,NO,1,1,0.030303,RAI,NA,3300,0,500,1500,Los Sauces,Civil Society Nature Reserve,National,VI,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
55,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0195,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,VU,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,322,5.599026,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
56,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0196,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,494,8.58981,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
57,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0197,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,61,1.060685,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
58,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0198,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,78,1.356286,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
59,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0199,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus wiedii,NT,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,23,0.39993,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
60,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0200,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,38,0.660755,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
61,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0201,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,33,0.573813,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
62,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0202,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,13,0.226048,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
63,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0203,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,32,0.556425,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
64,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0204,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,11,0.191271,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
65,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0205,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,1,0.017388,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
66,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0206,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,16,0.278212,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
67,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0207,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Rodentia,Erethizontidae,Coendou,Coendou longicaudatus,NE,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,1,0.017388,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
68,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0208,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,2,0.034777,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
69,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0209,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Primate,Cebidae,Cebus,Cebus malitiosus,EN,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,8,0.139106,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
70,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0210,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,1,0.017388,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
71,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0211,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Felidae,Panthera,Panthera onca,NT,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,7,0.121718,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
72,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0212,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,1,0.017388,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
73,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0213,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Felidae,Puma,Puma concolor,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,8,0.139106,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
74,LEF_PUJ_SNSM_Crax,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0214,"Waites, K.. 2018. Last updated May 2022. SNSM Crax alberti Survey. http://n2t.net/ark:/63614/w12001211. Accessed via wildlifeinsights.org on 2022-05-18.",Database,Abundance,Primary,Rio Frio,0,CiÃ©naga,Magdalena,Colombia,10.978271,-74.01658,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,9,7,2019,7,2,2020,camera trap,Browning Strike Force HD 850 Trail Camera,NO,1,6,0.10433,RAI,NA,5751,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
75,LEF_PUJ_Tayrona,"Pinedo-Cano, Natalia; Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0215,"Pineda-Cendales, S., Hernández-Rolong, E., & Carvajal-Cogollo, J. E. (2020). Medium and large-sized mammals in dry forests of the Colombian Caribbean. Universitas Scientiarum, 25(3), 435-461.",Article,Abundance,Primary,Parque Nacional Natural Tayrona,0,Santa Marta,Magdalena,Colombia,11.300223,-73.931971,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,2012,0,0,2017,camera trap,Bushnell Trophy,NO,1,8,0.245173,RAI,NA,3263,1440,1000,NA,Tayrona,National Natural Park,National,II,1964,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
