FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_CAM,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
36,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R40,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391884,-73.194915,UNAL_M1-7,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,4,2.649007,RAI,NA,151,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
37,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R41,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391884,-73.194915,UNAL_M1-7,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,11,7.284768,RAI,NA,151,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
38,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R42,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391884,-73.194915,UNAL_M1-7,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,0.662252,RAI,NA,151,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
39,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R43,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391833,-73.196159,UNAL_M1-8,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,6,15.384615,RAI,NA,39,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
40,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R44,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391833,-73.196159,UNAL_M1-8,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,5.128205,RAI,NA,39,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
41,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R45,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391833,-73.196159,UNAL_M1-8,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.564103,RAI,NA,39,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
42,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R46,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391833,-73.196159,UNAL_M1-8,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,10,4,2021,30,8,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.564103,RAI,NA,39,1440,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
43,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R47,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.386438,-73.19959,UNAL_M2-1,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.545455,RAI,NA,44,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
44,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R48,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.386438,-73.19959,UNAL_M2-1,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.272727,RAI,NA,44,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
45,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R49,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393564,-73.195567,UNAL_M2-10,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.878049,RAI,NA,41,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
46,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R50,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393262,-73.194086,UNAL_M2-11,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.444444,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
47,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R51,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393262,-73.194086,UNAL_M2-11,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.444444,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
48,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R52,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393262,-73.194086,UNAL_M2-11,NA,WGS84,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,VU,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,3,6.666667,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
49,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R53,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393262,-73.194086,UNAL_M2-11,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,3,6.666667,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
50,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R54,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393262,-73.194086,UNAL_M2-11,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.222222,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
51,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R55,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.393262,-73.194086,UNAL_M2-11,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,6,13.333333,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
52,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R56,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.387885,-73.198959,UNAL_M2-2,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,4,30.769231,RAI,NA,13,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
53,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R57,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.387885,-73.198959,UNAL_M2-2,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,5,38.461538,RAI,NA,13,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
54,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R58,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.387885,-73.198959,UNAL_M2-2,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,15.384615,RAI,NA,13,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
55,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R59,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.387885,-73.198959,UNAL_M2-2,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,3,23.076923,RAI,NA,13,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
56,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R60,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389905,-73.200934,UNAL_M2-3,NA,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.222222,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,1. Artificialized territories,1.2. Industrial or commercial areas and communication networks,1.2.1. Industrial or commercial units,NA
57,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R61,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389905,-73.200934,UNAL_M2-3,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.222222,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,1. Artificialized territories,1.2. Industrial or commercial areas and communication networks,1.2.1. Industrial or commercial units,NA
58,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R62,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389905,-73.200934,UNAL_M2-3,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,5,11.111111,RAI,NA,45,1440,200,200,NA,NA,NA,NA,NA,1. Artificialized territories,1.2. Industrial or commercial areas and communication networks,1.2.1. Industrial or commercial units,NA
59,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R63,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.390237,-73.199526,UNAL_M2-4,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,1. Artificialized territories,1.2. Industrial or commercial areas and communication networks,1.2.1. Industrial or commercial units,NA
60,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R64,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.651163,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
61,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R65,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
62,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R66,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
63,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R67,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Carnivora,Mustelidae,Galictis,Galictis vittata,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
64,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R68,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
65,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R69,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
66,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R70,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
67,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R71,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.389707,-73.197757,UNAL_M2-5,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
68,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R72,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391652,-73.199403,UNAL_M2-6,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,5,11.627907,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
69,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R73,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391652,-73.199403,UNAL_M2-6,NA,WGS84,Carnivora,Mustelidae,Galictis,Galictis vittata,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
